tipo_entidad,fecha_corte,renglon,desc_renglon,saldo_a_la_fecha,riesgo_a_c,riesgo_b_c,riesgo_c_c,riesgo_d_c,riesgo_e_c,venc1_6,venc6_12,venc+12,year_month
ESTABLECIMIENTOS BANCARIOS,2016-04-30,15,LIBRANZA OTROS,2978642.43879,174909,558,1397,2139,62,31118.037552,29452.273218,0.0,2016-04-01
ESTABLECIMIENTOS BANCARIOS,2015-01-31,5,CRÉDITO ROTATIVO TOTAL,826852.228377,125128,1840,1486,1854,2469,34361.461982,10474.168331,0.0,2015-01-01
ESTABLECIMIENTOS BANCARIOS,2020-11-30,5,OFICIAL O GOBIERNO,71318.648008,7,0,0,0,0,0.0,0.0,0.0,2020-11-01
ESTABLECIMIENTOS BANCARIOS,2016-10-31,5,CORPORATIVO,2167269.386384,270,20,15,13,3,74742.686114,8440.798749,47168.836366,2016-10-01
COMPAÑIAS DE FINANCIAMIENTO,2017-03-31,25,LEASING FINANCIERO OTROS,13654.654747,45,4,1,3,0,616.016584,47.305644,39.669733,2017-03-01
ESTABLECIMIENTOS BANCARIOS,2015-11-30,5,MICRO MAYOR TOTAL,15055.494535,655,2,0,0,0,56.62871,0.0,0.0,2015-11-01
ESTABLECIMIENTOS BANCARIOS,2023-01-31,5,CRÉDITO ROTATIVO TOTAL,200832.23475827,23506,720,386,685,560,10634.62920882,1321.04569349,0.0,2023-01-01
COMPAÑIAS DE FINANCIAMIENTO,2017-06-30,5,TARJETA DE CRÉDITO TOTAL,20333.618263,0,0,0,0,0,2001.798723,120.207105,0.0,2017-06-01
ESTABLECIMIENTOS BANCARIOS,2020-07-31,5,L. HAB. NO VIS PESOS TOTAL,430694.655532,1657,34,38,12,10,13467.719086,7641.133426,9994.393402,2020-07-01
ESTABLECIMIENTOS BANCARIOS,2021-11-30,5,LIBRANZA VIVIENDA VIS TOTAL,32.205534,1,0,0,0,0,0.0,0.0,0.0,2021-11-01
COMPAÑIAS DE FINANCIAMIENTO,2020-12-31,5,VEHÍCULO,138.225761,0,0,0,0,0,0.0,0.0,0.0,2020-12-01
ESTABLECIMIENTOS BANCARIOS,2016-05-31,5,VIS PESOS TOTAL,2455748.079652,79956,2612,1085,254,169,159365.144375,13389.070356,8330.888192,2016-05-01
ESTABLECIMIENTOS BANCARIOS,2019-07-31,5,CORPORATIVO,161.761437,3,0,0,0,0,0.0,0.0,0.0,2019-07-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2017-10-31,5,OFICIAL O GOBIERNO,57.142856,1,0,0,0,0,0.0,0.0,0.0,2017-10-01
COMPAÑIAS DE FINANCIAMIENTO,2021-08-31,5,TARJETA DE CRÉDITO TOTAL,53347.534586,0,0,0,0,0,2469.62744,637.152865,0.0,2021-08-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2016-01-31,5,MICRO MENOR TOTAL,24467.925504,5165,94,76,47,510,2471.177572,0.0,0.0,2016-01-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-10-31,5,VIS PESOS TOTAL,45833.112434,1452,9,4,0,5,354.857738,81.98571,4.132605,2022-10-01
ESTABLECIMIENTOS BANCARIOS,2019-07-31,15,LIBRANZA OTROS,110899.665038,3781,53,40,71,0,2383.64587,132.200938,0.0,2019-07-01
ESTABLECIMIENTOS BANCARIOS,2023-07-31,5,L. HAB. NO VIS UVR TOTAL,57342.59266,219,4,1,11,3,1363.330315,256.915506,317.817961,2023-07-01
ESTABLECIMIENTOS BANCARIOS,2018-09-30,20,OTROS CONSTRUCCIÓN,641048.040641,250,11,6,14,1,83578.931051,27146.439698,791.890164,2018-09-01
ESTABLECIMIENTOS BANCARIOS,2019-06-30,5,MICRO MAYOR TOTAL,318056.939351,13970,239,143,126,1174,26153.615305,0.0,0.0,2019-06-01
COMPAÑIAS DE FINANCIAMIENTO,2019-10-31,10,LEASING FINANCIERO INMUEBLES DIF HABITA,338755.509008,327,17,4,15,0,6668.714562,4303.542726,11321.168167,2019-10-01
INSTITUCIONES OFICIALES ESPECIALES,2017-04-30,5,CONSTRUCCIÓN TOTAL,140346.502526,28,0,0,0,0,0.0,0.0,0.0,2017-04-01
ESTABLECIMIENTOS BANCARIOS,2018-03-31,5,EMPRESARIAL,21213.238066,43,6,2,4,0,414.990326,64.137676,1779.860945,2018-03-01
ESTABLECIMIENTOS BANCARIOS,2023-02-28,5,CRÉDITO ROTATIVO TOTAL,7506.142199,2408,26,12,13,146,220.568791,415.990492,0.0,2023-02-01
ESTABLECIMIENTOS BANCARIOS,2017-04-30,5,FINANCIERO E INSTITUCIONAL,122662.656502,11,2,0,0,1,0.0,0.0,0.0,2017-04-01
ESTABLECIMIENTOS BANCARIOS,2023-03-31,5,CRÉDITO EMPLEADOS VIVIENDA VIS,21573.197597,528,3,0,0,2,136.168665,0.0,90.165186,2023-03-01
ESTABLECIMIENTOS BANCARIOS,2021-11-30,25,LEASING FINANCIERO OTROS,176030.516388,77,7,0,4,15,666.893447,235.262841,6175.238232,2021-11-01
ESTABLECIMIENTOS BANCARIOS,2016-03-31,15,LIBRANZA OTROS,2442250.004291,85827,2731,940,1020,767,40794.314974,8551.376664,0.0,2016-03-01
ESTABLECIMIENTOS BANCARIOS,2017-08-31,5,CONSUMO OTROS TOTAL,2599.323066,3499,243,151,215,204,204.682369,19.457805,0.0,2017-08-01
ESTABLECIMIENTOS BANCARIOS,2019-08-31,5,CORPORATIVO,134.488063,2,0,0,0,0,0.0,0.0,0.0,2019-08-01
COMPAÑIAS DE FINANCIAMIENTO,2017-02-28,5,MONEDA EXTRANJERA,19120.442238,22,0,0,0,0,0.0,0.0,0.0,2017-02-01
ESTABLECIMIENTOS BANCARIOS,2018-02-28,5,CRÉDITO ROTATIVO TOTAL,18175.517072,3921,70,33,49,30,1089.916478,237.841758,0.0,2018-02-01
COMPAÑIAS DE FINANCIAMIENTO,2019-01-31,5,MICROEMPRESA,60974.797322,346,32,3,2,0,1704.685118,162.071342,0.0,2019-01-01
ESTABLECIMIENTOS BANCARIOS,2019-04-30,5,CRÉDITO EMPLEADOS VIVIENDA VIS,69079.081665,1044,1,0,0,0,40.620128,0.0,0.0,2019-04-01
ESTABLECIMIENTOS BANCARIOS,2022-06-30,5,L. HAB. NO VIS PESOS TOTAL,59622.269834,540,13,6,7,2,2191.562544,384.296275,106.645891,2022-06-01
ESTABLECIMIENTOS BANCARIOS,2021-06-30,5,OFICIAL O GOBIERNO,1304917.452121,81,3,1,1,0,9.13448,0.0,24.842708,2021-06-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2020-03-31,5,MICRO MENOR TOTAL,12963.158907,1700,90,55,38,154,1547.712879,0.0,0.0,2020-03-01
ESTABLECIMIENTOS BANCARIOS,2022-01-31,5,LIBRANZA TOTAL,3030319.663562,106263,818,903,1552,1062,67840.453085,17169.446598,0.0,2022-01-01
ESTABLECIMIENTOS BANCARIOS,2022-04-30,5,VIS UVR TOTAL,1275.304468,119,9,3,9,40,130.544473,16.632221,239.913711,2022-04-01
ESTABLECIMIENTOS BANCARIOS,2020-05-31,5,MONEDA EXTRANJERA,7295.935889,12,0,0,0,0,0.0,0.0,0.0,2020-05-01
ESTABLECIMIENTOS BANCARIOS,2015-10-31,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,56225.561207,13307,448,351,432,26,3619.204741,4.343974,0.0,2015-10-01
ESTABLECIMIENTOS BANCARIOS,2023-01-31,5,CRÉDITO ROTATIVO TOTAL,982.58302,893,4,8,5,25,20.585573,239.185524,0.0,2023-01-01
ESTABLECIMIENTOS BANCARIOS,2017-12-31,5,TARJETA DE CRÉDITO TOTAL,1268748.823318,329689,10492,5849,6206,6355,73603.3661,11865.614239,0.0,2017-12-01
COMPAÑIAS DE FINANCIAMIENTO,2023-06-30,5,EMPRESARIAL,11227.755761,3,0,0,1,2,0.0,1663.787592,135.952796,2023-06-01
ESTABLECIMIENTOS BANCARIOS,2019-03-31,5,LIBRE INVERSIÓN,33665.211343,6448,275,209,536,877,2315.31947,6015.564135,0.0,2019-03-01
ESTABLECIMIENTOS BANCARIOS,2015-01-31,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,735912.578128,107,15,4,3,0,10239.850689,1946.233801,9258.546483,2015-01-01
COMPAÑIAS DE FINANCIAMIENTO,2016-01-31,5,LIBRANZA TOTAL,211064.970308,0,0,0,0,0,5042.451741,538.774753,0.0,2016-01-01
ESTABLECIMIENTOS BANCARIOS,2018-01-31,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,66780.140848,18,0,0,0,0,0.0,0.0,0.0,2018-01-01
ESTABLECIMIENTOS BANCARIOS,2021-09-30,5,MICRO MENOR TOTAL,249452.977412,30288,872,539,499,2502,28865.268417,0.0,0.0,2021-09-01
ESTABLECIMIENTOS BANCARIOS,2017-07-31,5,FINANCIERO E INSTITUCIONAL,157039.438704,9,0,0,0,0,0.0,0.0,0.0,2017-07-01
ESTABLECIMIENTOS BANCARIOS,2023-05-31,5,LEASING FINANCIERO TOTAL,1938792.46695066,3150,743,207,60,193,41635.64284093,11231.94644511,4964.026687189999,2023-05-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2016-02-29,15,LIBRANZA OTROS,124887.991317,13985,147,383,333,125,1238.055299,792.800005,0.0,2016-02-01
ESTABLECIMIENTOS BANCARIOS,2018-01-31,5,CRÉDITO EMPLEADOS VIVIENDA VIS,19947.486622,476,0,0,0,0,0.0,0.0,0.0,2018-01-01
ESTABLECIMIENTOS BANCARIOS,2015-09-30,5,LIBRE INVERSIÓN,2066558.347628,91054,6483,5559,5844,3403,238846.897236,11820.235307,0.0,2015-09-01
COMPAÑIAS DE FINANCIAMIENTO,2022-09-30,5,EMPRESARIAL,2397.05982945,6,0,0,0,0,0.0,0.0,0.0,2022-09-01
ESTABLECIMIENTOS BANCARIOS,2023-05-31,5,LIBRANZA TOTAL,15549811.8005424,327584,2893,2311,4638,5251,229558.10388769,270576.01291077,0.0,2023-05-01
ESTABLECIMIENTOS BANCARIOS,2018-07-31,5,CONSTRUCCIÓN TOTAL,374164.659821,68,4,4,2,0,2000.0,4.193221,1969.623831,2018-07-01
ESTABLECIMIENTOS BANCARIOS,2022-02-28,5,FINANCIERO E INSTITUCIONAL,4538654.847742,131,3,0,2,4,0.0,0.044643,0.0,2022-02-01
ESTABLECIMIENTOS BANCARIOS,2022-06-30,5,L. HAB. VIS PESOS TOTAL,12819.941781,151,1,0,0,0,193.855944,0.0,0.0,2022-06-01
ESTABLECIMIENTOS BANCARIOS,2018-07-31,5,CRÉDITO ROTATIVO TOTAL,463681.049851,40849,1281,667,835,3629,17952.686578,27452.779971,0.0,2018-07-01
COMPAÑIAS DE FINANCIAMIENTO,2022-12-31,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,1140.017922,27,0,0,0,0,0.0,0.0,0.0,2022-12-01
ESTABLECIMIENTOS BANCARIOS,2016-02-29,5,CONSTRUCCIÓN TOTAL,689604.472284,356,1,0,15,7,0.0,34.5,7706.098554,2016-02-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2019-12-31,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,688.949487,44,0,1,0,0,0.0,0.0,0.0,2019-12-01
COMPAÑIAS DE FINANCIAMIENTO,2021-02-28,5,TARJETA DE CRÉDITO TOTAL,2653587.520669,0,0,0,0,0,208836.625609,2950.115993,0.0,2021-02-01
ESTABLECIMIENTOS BANCARIOS,2015-09-30,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,49202.332804,16,0,0,0,0,0.0,0.0,0.0,2015-09-01
ESTABLECIMIENTOS BANCARIOS,2018-10-31,5,LIBRE INVERSIÓN,10291.553334,784,60,97,89,204,1296.870778,700.615814,0.0,2018-10-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-02-28,5,MICROEMPRESA,38482.255051,354,48,12,45,8,1442.80042,663.550098,172.793019,2022-02-01
ESTABLECIMIENTOS BANCARIOS,2015-02-28,5,CRÉDITO ROTATIVO TOTAL,22951.413249,9015,140,87,121,567,800.722747,1647.143978,0.0,2015-02-01
ESTABLECIMIENTOS BANCARIOS,2015-10-31,15,LIBRANZA OTROS,1240733.28273,62045,827,526,774,480,15419.538747,1106.56885,0.0,2015-10-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2019-11-30,5,LIBRANZA VIVIENDA VIS TOTAL,865.50617,33,1,0,1,0,54.714952,0.0,0.0,2019-11-01
ESTABLECIMIENTOS BANCARIOS,2017-06-30,20,OTROS CONSTRUCCIÓN,950371.348687,384,7,4,6,1,2069.206252,1494.384843,862.92434,2017-06-01
COMPAÑIAS DE FINANCIAMIENTO,2017-04-30,5,PYMES,1520.636742,2,0,0,0,0,0.0,0.0,0.0,2017-04-01
ESTABLECIMIENTOS BANCARIOS,2018-12-31,20,LEASING FINANCIERO MAQUINARIA Y EQUIPOS,783302.554029,945,51,46,81,25,12144.945744,6307.866221,11330.031787,2018-12-01
ESTABLECIMIENTOS BANCARIOS,2017-12-31,5,CONSUMO OTROS TOTAL,109513.498406,26870,1226,1815,1173,2936,16368.454749,11399.509482,0.0,2017-12-01
ESTABLECIMIENTOS BANCARIOS,2016-08-31,5,L. HAB. NO VIS UVR TOTAL,103.887091,1,0,0,0,0,0.0,0.0,0.0,2016-08-01
ESTABLECIMIENTOS BANCARIOS,2017-10-31,5,LIBRANZA TOTAL,1423840.649402,86887,1370,1159,1748,386,37143.123375,12230.184615,0.0,2017-10-01
ESTABLECIMIENTOS BANCARIOS,2020-08-31,5,VEHÍCULO,103.937425,7,0,0,5,0,0.0,17.692959,0.0,2020-08-01
INSTITUCIONES OFICIALES ESPECIALES,2016-09-30,5,NO VIS UVR TOTAL,1710602.166656,23549,1048,673,274,737,141757.626655,30625.208497,65745.318353,2016-09-01
ESTABLECIMIENTOS BANCARIOS,2022-01-31,5,CORPORATIVO,1604521.613194,120,4,13,5,1,0.0,5500.0,12254.611302,2022-01-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-06-30,5,CONSTRUCCIÓN TOTAL,6339.474085,1,0,0,0,0,0.0,0.0,0.0,2022-06-01
ESTABLECIMIENTOS BANCARIOS,2019-04-30,5,VIS UVR TOTAL,96285.033157,3572,608,68,202,220,7712.308351,828.156962,2564.914929,2019-04-01
COMPAÑIAS DE FINANCIAMIENTO,2020-07-31,15,LEASING FINANCIERO VEHÍCULOS,17661.860715,50,1,1,2,1,0.034744,121.006761,100.593546,2020-07-01
ESTABLECIMIENTOS BANCARIOS,2022-08-31,5,FACTORING,172396.73253612,61,1,0,0,0,0.0,0.0,0.0,2022-08-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2019-09-30,5,LIBRANZA TOTAL,15561.003796,1469,40,31,28,108,190.905642,482.70705,0.0,2019-09-01
ESTABLECIMIENTOS BANCARIOS,2020-02-29,5,FACTORING,465617.355672,454,10,3,4,27,3912.118133,226.361066,1949.13309,2020-02-01
COMPAÑIAS DE FINANCIAMIENTO,2015-07-31,5,VEHÍCULO,2585.571147,87,1,1,5,4,112.682056,29.770079,0.0,2015-07-01
ESTABLECIMIENTOS BANCARIOS,2017-02-28,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,172592.787912,13359,35,17,34,14,0.0,0.0,0.0,2017-02-01
ESTABLECIMIENTOS BANCARIOS,2020-04-30,5,MICRO MENOR TOTAL,4513.543444,621,53,0,0,39,505.849087,0.0,0.0,2020-04-01
COMPAÑIAS DE FINANCIAMIENTO,2018-02-28,15,LIBRANZA OTROS,4110.18757,598,22,34,35,17,164.435152,19.0181,0.0,2018-02-01
ESTABLECIMIENTOS BANCARIOS,2018-06-30,5,LEASING FINANCIERO TOTAL,216271.360066,211,110,14,24,21,15360.30446,12139.991714,3426.654131,2018-06-01
ESTABLECIMIENTOS BANCARIOS,2015-02-28,5,FINANCIERO E INSTITUCIONAL,52317.534812,18,0,0,0,0,0.0,0.0,0.0,2015-02-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2016-08-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,658.787233,15,0,0,0,0,0.0,0.0,0.0,2016-08-01
ESTABLECIMIENTOS BANCARIOS,2023-05-31,15,LIBRANZA OTROS,799.99845774,172,5,1,21,4,116.64368418,5.40008662,0.0,2023-05-01
ESTABLECIMIENTOS BANCARIOS,2017-06-30,5,LIBRE INVERSIÓN,477432.763388,78559,2595,1958,2961,1543,42694.574657,4198.72557,0.0,2017-06-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2016-05-31,5,MICRO MENOR TOTAL,23081.748645,4573,107,50,82,167,1483.024364,0.0,0.0,2016-05-01
ESTABLECIMIENTOS BANCARIOS,2016-03-31,15,LIBRANZA OTROS,1126659.108451,78061,667,485,763,555,8802.502276,6334.977443,0.0,2016-03-01
COMPAÑIAS DE FINANCIAMIENTO,2016-12-31,20,OTROS CONSTRUCCIÓN,13616.4526,4,1,3,1,1,745.188442,0.0,1275.646841,2016-12-01
COMPAÑIAS DE FINANCIAMIENTO,2018-12-31,15,LIBRANZA OTROS,16354.540565,1065,0,4,0,28,0.0,22.907825,0.0,2018-12-01
ESTABLECIMIENTOS BANCARIOS,2023-06-30,5,LEASING FINANCIERO TOTAL,166.66667886000002,1,0,0,0,0,0.0,0.0,0.0,2023-06-01
ESTABLECIMIENTOS BANCARIOS,2017-02-28,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,57910.51889,1589,2,1,1,0,66.865443,34.11974,0.0,2017-02-01
ESTABLECIMIENTOS BANCARIOS,2021-11-30,5,MICRO MENOR TOTAL,353103.760821,85561,2519,1457,1679,5547,33076.586785,0.0,0.0,2021-11-01
ESTABLECIMIENTOS BANCARIOS,2023-02-28,5,TARJETA DE CRÉDITO TOTAL,44936.05503041,14787,735,695,1490,1799,5715.416119799999,4965.57077458,0.0,2023-02-01
ESTABLECIMIENTOS BANCARIOS,2020-09-30,20,LEASING FINANCIERO MAQUINARIA Y EQUIPOS,654242.447124,1298,133,19,74,166,14317.179537,4754.487933,20466.343917,2020-09-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2015-08-31,5,LIBRANZA VIVIENDA NO VIS TOTAL,237.153236,7,0,0,0,0,0.0,0.0,0.0,2015-08-01
COMPAÑIAS DE FINANCIAMIENTO,2022-01-31,10,LEASING FINANCIERO INMUEBLES DIF HABITA,9041.87217,152,17,11,2,0,5.102225,0.0,0.0,2022-01-01
ESTABLECIMIENTOS BANCARIOS,2020-07-31,5,PYMES,995910.291513,907,38,15,61,76,11741.045706,38554.698283,121371.503084,2020-07-01
ESTABLECIMIENTOS BANCARIOS,2018-01-31,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,17822.339486,19965,1404,18887,440,2507,1414.735256,3089.975612,0.0,2018-01-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2016-12-31,15,LIBRANZA OTROS,132058.099994,14082,137,368,324,100,1007.907275,994.670771,0.0,2016-12-01
ESTABLECIMIENTOS BANCARIOS,2021-06-30,5,CONSUMO OTROS TOTAL,39666.184211,4898,186,101,89,290,1859.192465,2653.308651,0.0,2021-06-01
COMPAÑIAS DE FINANCIAMIENTO,2018-09-30,5,CONSUMO OTROS TOTAL,4448.606832,0,0,0,0,0,44.942259,0.209083,0.0,2018-09-01
ESTABLECIMIENTOS BANCARIOS,2019-06-30,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,59.453053,3,0,0,0,0,0.0,0.0,0.0,2019-06-01
ESTABLECIMIENTOS BANCARIOS,2015-06-30,5,FINANCIERO E INSTITUCIONAL,152675.2057,56,0,0,0,0,0.0,0.0,0.0,2015-06-01
ESTABLECIMIENTOS BANCARIOS,2015-12-31,5,CONSUMO OTROS TOTAL,52745.490501,37926,874,433,538,332,924.0708,334.453831,0.0,2015-12-01
COMPAÑIAS DE FINANCIAMIENTO,2021-08-31,5,TARJETA DE CRÉDITO TOTAL,13019.213266,0,0,0,0,0,981.08503,432.765843,0.0,2021-08-01
ESTABLECIMIENTOS BANCARIOS,2017-07-31,15,LEASING FINANCIERO VEHÍCULOS,42373.360869,294,11,16,16,1,2989.957517,431.483886,0.0,2017-07-01
COMPAÑIAS DE FINANCIAMIENTO,2017-07-31,5,PYMES,69124.529556,204,27,13,49,22,3691.486417,3911.461512,8193.916866,2017-07-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2018-03-31,5,MICRO MENOR TOTAL,26749.596724,5123,169,39,108,159,1651.073057,0.0,0.0,2018-03-01
ESTABLECIMIENTOS BANCARIOS,2019-06-30,5,FINANCIERO E INSTITUCIONAL,22333.333333,1,0,0,0,0,0.0,0.0,0.0,2019-06-01
ESTABLECIMIENTOS BANCARIOS,2023-05-31,5,CORPORATIVO,35346099.3987494,2729,50,29,41,65,198787.20590809,57371.34076458999,202860.66900192,2023-05-01
ESTABLECIMIENTOS BANCARIOS,2022-02-28,5,PYMES,220628.269074,623,90,26,52,5,5927.34335,5084.212163,582.424016,2022-02-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2023-04-30,5,MICROEMPRESA,106277.929593,2418,55,36,70,30,1357.016082,179.697022,1572.710929,2023-04-01
ESTABLECIMIENTOS BANCARIOS,2015-05-31,5,EMPRESARIAL,297853.933097,1557,37,1,54,69,4691.733715,2800.497926,7274.961557,2015-05-01
ESTABLECIMIENTOS BANCARIOS,2015-04-30,5,MICROEMPRESA,15153.554882,416,142,26,51,8,1057.149963,275.326514,421.472911,2015-04-01
ESTABLECIMIENTOS BANCARIOS,2018-01-31,5,TARJETA DE CRÉDITO TOTAL,200744.425682,62536,1696,1465,1189,1075,11360.830398,3155.928828,0.0,2018-01-01
ESTABLECIMIENTOS BANCARIOS,2015-12-31,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,6187.201142,4388,157,99,110,36,390.261822,66.02037,0.0,2015-12-01
ESTABLECIMIENTOS BANCARIOS,2019-05-31,5,FINANCIERO E INSTITUCIONAL,5983.981049,12,2,0,1,0,0.0,36.517766,0.0,2019-05-01
ESTABLECIMIENTOS BANCARIOS,2018-02-28,5,FINANCIERO E INSTITUCIONAL,962589.940201,15,0,0,0,1,0.0,0.0,0.0,2018-02-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-09-30,5,NO VIS PESOS TOTAL,32166.737593,390,11,1,1,2,758.598321,0.0,117.972529,2022-09-01
ESTABLECIMIENTOS BANCARIOS,2022-05-31,5,CONSUMO OTROS TOTAL,70071.229409,5678,144,66,69,250,2500.888399,2691.547919,0.0,2022-05-01
ESTABLECIMIENTOS BANCARIOS,2020-11-30,10,LIBRANZA EDUCATIVO,1430.593241,47,0,0,2,0,99.567894,0.0,0.0,2020-11-01
ESTABLECIMIENTOS BANCARIOS,2018-04-30,5,CORPORATIVO,79397.611852,38,4,0,0,0,1250.0,3759.528875,0.0,2018-04-01
ESTABLECIMIENTOS BANCARIOS,2020-03-31,5,NO VIS UVR TOTAL,249309.876606,1722,94,44,116,43,14588.25468,4926.748531,6136.568666,2020-03-01
ESTABLECIMIENTOS BANCARIOS,2017-05-31,5,NO VIS PESOS TOTAL,454799.742016,3268,28,2,59,2,15523.942905,1901.839306,350.179155,2017-05-01
ESTABLECIMIENTOS BANCARIOS,2018-09-30,5,LIBRANZA TOTAL,10128198.035412,367963,2122,1975,6048,5930,111605.331008,179763.428517,0.0,2018-09-01
ESTABLECIMIENTOS BANCARIOS,2017-12-31,5,VIS PESOS TOTAL,131013.838646,3480,120,95,73,40,7874.679124,2457.579436,1986.239421,2017-12-01
ESTABLECIMIENTOS BANCARIOS,2018-11-30,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,2614.773197,1940,80,53,77,66,229.547862,82.227131,0.0,2018-11-01
ESTABLECIMIENTOS BANCARIOS,2016-06-30,10,LEASING FINANCIERO INMUEBLES DIF HABITA,850253.813367,1249,80,53,9,40,18789.111061,2935.707401,5140.469472,2016-06-01
ESTABLECIMIENTOS BANCARIOS,2015-08-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,2827.470939,82,0,0,0,0,0.0,0.0,0.0,2015-08-01
ESTABLECIMIENTOS BANCARIOS,2022-08-31,5,L. HAB. VIS UVR TOTAL,106.70319959,1,0,0,0,0,0.0,0.0,0.0,2022-08-01
COMPAÑIAS DE FINANCIAMIENTO,2018-10-31,5,FACTORING,7442.773246,36,1,0,1,0,449.581749,0.0,0.0,2018-10-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2021-04-30,5,MICRO MAYOR TOTAL,34516.430142,1242,23,2,9,80,1971.490124,0.0,0.0,2021-04-01
ESTABLECIMIENTOS BANCARIOS,2017-07-31,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,14134.601539,9584,283,177,201,65,974.971282,27.546454,0.0,2017-07-01
ESTABLECIMIENTOS BANCARIOS,2019-11-30,5,CRÉDITO EMPLEADOS VIVIENDA VIS,7074.815704,206,0,0,0,0,0.0,0.0,0.0,2019-11-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2021-10-31,5,MICROEMPRESA,13191.630708,71,27,3,1,11,604.230208,0.0,273.891938,2021-10-01
ESTABLECIMIENTOS BANCARIOS,2023-05-31,15,LIBRANZA OTROS,359574.26816202,15220,137,215,351,128,8434.537078,608.551719,0.0,2023-05-01
ESTABLECIMIENTOS BANCARIOS,2018-08-31,5,LIBRANZA TOTAL,1929631.997035,70339,2789,959,1531,844,57667.217374,10270.207748,0.0,2018-08-01
ESTABLECIMIENTOS BANCARIOS,2020-04-30,5,FINANCIERO E INSTITUCIONAL,264149.850895,20,0,0,0,0,0.0,0.0,0.0,2020-04-01
COMPAÑIAS DE FINANCIAMIENTO,2021-06-30,5,TARJETA DE CRÉDITO TOTAL,2583495.911496,0,0,0,0,0,237855.00686,4320.997542,0.0,2021-06-01
COMPAÑIAS DE FINANCIAMIENTO,2020-01-31,5,VIS UVR TOTAL,12900.273455,0,0,0,0,0,54.391566,0.0,0.0,2020-01-01
ESTABLECIMIENTOS BANCARIOS,2019-08-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,7549.796206,123,0,0,0,0,0.0,0.0,0.0,2019-08-01
ESTABLECIMIENTOS BANCARIOS,2022-09-30,5,LEASING FINANCIERO TOTAL,5449614.503083,5215,323,215,256,233,117588.297917,26985.781101,80376.048622,2022-09-01
ESTABLECIMIENTOS BANCARIOS,2023-01-31,5,PYMES,2495952.88832577,6656,1598,649,160,713,51454.10605853,19792.84801567,71197.65843565,2023-01-01
ESTABLECIMIENTOS BANCARIOS,2019-04-30,5,LIBRANZA VIVIENDA VIS TOTAL,144.53272,3,0,0,0,0,59.276235,0.0,0.0,2019-04-01
ESTABLECIMIENTOS BANCARIOS,2016-02-29,5,CORPORATIVO,3186.826877,18,1,2,0,0,3e-06,0.0,0.0,2016-02-01
ESTABLECIMIENTOS BANCARIOS,2017-11-30,20,OTROS CONSTRUCCIÓN,37479.381146,165,12,275,16,3,8826.492033,244.731624,344.233453,2017-11-01
ESTABLECIMIENTOS BANCARIOS,2017-12-31,5,PYMES,125125.610574,797,186,37,107,19,11192.279431,2259.655395,3314.038056,2017-12-01
ESTABLECIMIENTOS BANCARIOS,2015-03-31,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,80785.110204,31,0,0,0,0,0.0,0.0,0.0,2015-03-01
